"No.","Time","Source","Destination","Protocol","Length","Info"
"178","3.998087","142.251.132.246","10.40.3.139","TCP","66","443  >  62708 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"179","3.998087","10.40.0.2","10.40.3.139","DNS","438","Standard query response 0x66b5 AAAA i.ytimg.com AAAA 2800:3f0:4001:845::2016 AAAA 2800:3f0:4001:843::2016 AAAA 2800:3f0:4001:846::2016 AAAA 2800:3f0:4001:844::2016 NS ns1.google.com NS ns2.google.com NS ns4.google.com NS ns3.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"180","3.998266","10.40.3.139","23.42.196.39","TCP","54","62709  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"181","3.998343","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"182","3.998488","10.40.3.139","23.42.196.39","OCSP","495","Request"
"183","3.999777","10.40.3.139","142.251.132.246","TLSv1.3","1950","Client Hello (SNI=i.ytimg.com)"
"184","4.003442","23.42.196.39","10.40.3.139","TCP","4434","80  >  62709 [PSH, ACK] Seq=1 Ack=442 Win=8222720 Len=4380 [TCP PDU reassembled in 186]"
"185","4.003442","23.42.196.39","10.40.3.139","TCP","387","[TCP Previous segment not captured] 80  >  62709 [FIN, PSH, ACK] Seq=35041 Ack=442 Win=8222720 Len=333 [TCP PDU reassembled in 186]"
"186","4.003442","23.42.196.39","10.40.3.139","TCP","30714","[TCP Out-Of-Order] 80  >  62709 [PSH, ACK] Seq=4381 Ack=442 Win=8222720 Len=30660"
"187","4.003572","10.40.3.139","23.42.196.39","TCP","66","62709  >  80 [ACK] Seq=442 Ack=4381 Win=131328 Len=0 SLE=35041 SRE=35374"
"188","4.003702","10.40.3.139","23.42.196.39","TCP","54","62709  >  80 [ACK] Seq=442 Ack=35375 Win=131328 Len=0"
"189","4.004753","10.40.3.139","23.42.196.39","TCP","54","62709  >  80 [FIN, ACK] Seq=442 Ack=35375 Win=131328 Len=0"
"190","4.006462","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=1 Ack=1413 Win=994048 Len=0"
"191","4.006462","23.42.196.39","10.40.3.139","TCP","60","80  >  62709 [ACK] Seq=35375 Ack=443 Win=8222720 Len=0"
"192","4.008704","10.40.3.139","34.120.208.123","TLSv1.3","118","Change Cipher Spec, Application Data"
"193","4.009353","10.40.3.139","34.120.208.123","TLSv1.3","146","Application Data"
"194","4.009421","10.40.3.139","34.120.208.123","TLSv1.3","472","Application Data"
"195","4.009474","10.40.3.139","34.120.208.123","TLSv1.3","1566","Application Data"
"196","4.016639","142.251.132.246","10.40.3.139","TCP","66","443  >  62708 [ACK] Seq=1 Ack=1897 Win=994048 Len=0 SLE=1 SRE=1897"
"197","4.031878","34.120.208.123","10.40.3.139","TLSv1.3","672","Application Data, Application Data"
"198","4.031878","34.120.208.123","10.40.3.139","TCP","66","[TCP Dup ACK 197#1] 443  >  62707 [ACK] Seq=4129 Ack=2490 Win=267520 Len=0 SLE=3902 SRE=4002"
"199","4.031878","34.120.208.123","10.40.3.139","TCP","60","443  >  62707 [ACK] Seq=4129 Ack=4002 Win=266240 Len=0"
"200","4.031878","34.120.208.123","10.40.3.139","TLSv1.3","85","Application Data"
"201","4.032013","10.40.3.139","34.120.208.123","TCP","54","62707  >  443 [ACK] Seq=4002 Ack=4160 Win=130560 Len=0"
"202","4.032964","10.40.3.139","34.120.208.123","TLSv1.3","85","Application Data"
"203","4.042680","10.40.3.139","10.40.0.2","DNS","80","Standard query 0xd131 HTTPS fonts.googleapis.com"
"204","4.046660","200.134.21.24","10.40.3.139","DNS","183","Standard query response 0x66b5 AAAA i.ytimg.com AAAA 2800:3f0:4001:805::2016 AAAA 2800:3f0:4001:806::2016 AAAA 2800:3f0:4001:836::2016 AAAA 2800:3f0:4001:837::2016"
"205","4.046748","10.40.3.139","200.134.21.24","ICMP","211","Destination unreachable (Port unreachable)"
"206","4.071367","34.120.208.123","10.40.3.139","TCP","60","443  >  62707 [ACK] Seq=4160 Ack=4033 Win=266240 Len=0"
"207","4.073123","10.40.3.139","200.134.21.24","DNS","80","Standard query 0xd131 HTTPS fonts.googleapis.com"
"208","4.074518","142.251.132.246","10.40.3.139","TLSv1.3","5702","Server Hello, Change Cipher Spec"
"209","4.074518","142.251.132.246","10.40.3.139","TLSv1.3","60","Application Data"
"210","4.074564","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=1897 Ack=5651 Win=131072 Len=0"
"211","4.076463","10.40.3.139","142.251.132.246","TLSv1.3","118","Change Cipher Spec, Application Data"
"212","4.076917","10.40.3.139","142.251.132.246","TLSv1.3","146","Application Data"
"213","4.076974","10.40.3.139","142.251.132.246","TLSv1.3","312","Application Data"
"214","4.078946","200.134.21.24","10.40.3.139","DNS","140","Standard query response 0xd131 HTTPS fonts.googleapis.com SOA ns1.google.com"
"215","4.093527","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=5651 Ack=1961 Win=268032 Len=0"
"216","4.093527","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=5651 Ack=2053 Win=268032 Len=0"
"217","4.093527","142.251.132.246","10.40.3.139","TLSv1.3","670","Application Data, Application Data"
"218","4.093527","142.251.132.246","10.40.3.139","TLSv1.3","85","Application Data"
"219","4.093527","142.251.132.246","10.40.3.139","TLSv1.3","210","Application Data"
"220","4.093615","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=2311 Ack=6454 Win=130304 Len=0"
"221","4.095201","10.40.3.139","142.251.132.246","TLSv1.3","85","Application Data"
"222","4.095459","10.40.3.139","142.251.132.246","TLSv1.3","93","Application Data"
"223","4.116753","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=6454 Ack=2381 Win=267776 Len=0"
"224","4.117308","10.40.0.2","10.40.3.139","DNS","137","Standard query response 0xd131 HTTPS fonts.googleapis.com SOA ns1.google.com"
"225","4.117350","10.40.3.139","10.40.0.2","ICMP","165","Destination unreachable (Port unreachable)"
"226","4.290545","34.120.208.123","10.40.3.139","TLSv1.3","503","Application Data"
"227","4.290545","34.120.208.123","10.40.3.139","TLSv1.3","108","Application Data"
"228","4.290545","34.120.208.123","10.40.3.139","TLSv1.3","93","Application Data"
"229","4.290545","34.120.208.123","10.40.3.139","TCP","93","[TCP Retransmission] 443  >  62707 [PSH, ACK] Seq=4663 Ack=4033 Win=266240 Len=39"
"230","4.290545","172.217.28.206","10.40.3.139","TLSv1.3","130","Application Data"
"231","4.290610","10.40.3.139","34.120.208.123","TCP","66","62707  >  443 [ACK] Seq=4033 Ack=4702 Win=130048 Len=0 SLE=4663 SRE=4702"
"232","4.290886","10.40.3.139","34.120.208.123","TLSv1.3","93","Application Data"
"233","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"234","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"235","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"236","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","491","Application Data"
"237","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","1217","Application Data"
"238","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"239","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","1291","Application Data"
"240","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","635","Application Data"
"241","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"242","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","707","Application Data"
"243","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","1333","Application Data"
"244","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data"
"245","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","495","Application Data"
"246","4.309373","172.217.28.206","10.40.3.139","TLSv1.3","549","Application Data"
"247","4.309560","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=63187 Win=131072 Len=0"
"248","4.309997","34.120.208.123","10.40.3.139","TCP","60","443  >  62707 [ACK] Seq=4702 Ack=4072 Win=266240 Len=0"
"249","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"250","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"251","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","1173","Application Data"
"252","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"253","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","519","Application Data"
"254","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"255","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","484","Application Data"
"256","4.309997","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"257","4.310080","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=73673 Win=131072 Len=0"
"258","4.310706","172.217.28.206","10.40.3.139","TLSv1.3","174","Application Data"
"259","4.310706","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"260","4.310706","172.217.28.206","10.40.3.139","TLSv1.3","348","Application Data"
"261","4.310706","172.217.28.206","10.40.3.139","TLSv1.3","1083","Application Data"
"262","4.310756","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=77940 Win=131072 Len=0"
"263","4.311370","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"264","4.311370","172.217.28.206","10.40.3.139","TLSv1.3","1027","Application Data"
"265","4.311422","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=80325 Win=131072 Len=0"
"266","4.314287","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"267","4.314287","172.217.28.206","10.40.3.139","TLSv1.3","177","Application Data"
"268","4.314355","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=81860 Win=131072 Len=0"
"269","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"270","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","292","Application Data"
"271","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","1456","Application Data"
"272","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"273","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","1379","Application Data"
"274","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"275","4.317183","172.217.28.206","10.40.3.139","TLSv1.3","1302","Application Data"
"276","4.317273","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=93133 Win=131072 Len=0"
"277","4.317395","172.217.28.206","10.40.3.139","TLSv1.3","1047","Application Data"
"278","4.317395","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"279","4.317451","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=95538 Win=131072 Len=0"
"280","4.326064","172.217.28.206","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data"
"281","4.326132","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=99774 Win=131072 Len=0"
"282","4.327295","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"283","4.327295","172.217.28.206","10.40.3.139","TLSv1.3","407","Application Data, Application Data"
"284","4.327341","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=101539 Win=131072 Len=0"
"285","4.359199","172.217.28.206","10.40.3.139","TLSv1.3","331","Application Data"
"286","4.365663","172.217.28.206","10.40.3.139","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"287","4.365721","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=110288 Win=131072 Len=0"
"288","4.366577","172.217.28.206","10.40.3.139","TLSv1.3","9938","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"289","4.366634","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=120172 Win=131072 Len=0"
"290","4.367876","172.217.28.206","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"291","4.367924","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=125820 Win=131072 Len=0"
"292","4.369429","172.217.28.206","10.40.3.139","TLSv1.3","11350","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"293","4.369477","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=137116 Win=131072 Len=0"
"294","4.370862","172.217.28.206","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data"
"295","4.370862","172.217.28.206","10.40.3.139","TLSv1.3","973","Application Data, Application Data, Application Data, Application Data"
"296","4.370919","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=4462 Ack=142271 Win=131072 Len=0"
"297","4.371093","10.40.3.139","172.217.28.206","TLSv1.3","93","Application Data"
"298","4.388307","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=142271 Ack=4501 Win=265728 Len=0"
"299","4.406731","10.40.3.139","10.40.0.2","DNS","77","Standard query 0x30fc A fonts.gstatic.com"
"300","4.410127","10.40.0.2","10.40.3.139","DNS","348","Standard query response 0x30fc A fonts.gstatic.com A 172.217.28.35 NS ns2.google.com NS ns3.google.com NS ns1.google.com NS ns4.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"301","4.411453","10.40.3.139","10.40.0.2","DNS","77","Standard query 0xa6e7 A fonts.gstatic.com"
"302","4.423065","10.40.0.2","10.40.3.139","DNS","348","Standard query response 0xa6e7 A fonts.gstatic.com A 172.217.28.35 NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"303","4.423550","10.40.3.139","10.40.0.2","DNS","77","Standard query 0x33e7 AAAA fonts.gstatic.com"
"304","4.425905","10.40.0.2","10.40.3.139","DNS","360","Standard query response 0x33e7 AAAA fonts.gstatic.com AAAA 2800:3f0:4001:842::2003 NS ns3.google.com NS ns4.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"305","4.445297","10.40.12.146","224.0.0.251","MDNS","83","Standard query 0x0000 ANY akagi._dosvc._tcp.local, ""QM"" question"
"306","4.499666","10.40.26.175","224.0.0.251","MDNS","95","Standard query 0x9ede PTR iPad (7)._companion-link._tcp.local, ""QM"" question"
"307","5.270419","10.40.3.139","172.217.28.206","TLSv1.3","489","Application Data"
"308","5.270860","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"309","5.271213","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"310","5.271586","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"311","5.272097","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"312","5.272286","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"313","5.272543","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"314","5.272646","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"315","5.272771","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"316","5.272866","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"317","5.272968","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"318","5.273069","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"319","5.273644","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"320","5.274032","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"321","5.274458","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"322","5.274605","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"323","5.274768","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"324","5.275261","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"325","5.275469","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"326","5.275660","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"327","5.276217","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"328","5.276728","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"329","5.276943","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"330","5.277313","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"331","5.277668","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"332","5.278183","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"333","5.278541","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"334","5.279006","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"335","5.279391","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"336","5.279562","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"337","5.279887","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"338","5.280184","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"339","5.280421","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"340","5.280591","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"341","5.280795","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"342","5.281198","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"343","5.281421","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"344","5.282141","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"345","5.282309","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"346","5.282467","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"347","5.282871","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"348","5.282991","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"349","5.283089","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"350","5.283181","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"351","5.283290","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"352","5.283393","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"353","5.283642","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"354","5.283771","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"355","5.283883","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"356","5.284037","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"357","5.284148","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"358","5.284276","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"359","5.284621","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"360","5.284764","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"361","5.284882","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"362","5.285022","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"363","5.285155","10.40.3.139","172.217.28.206","TLSv1.3","228","Application Data"
"364","5.285279","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"365","5.285644","10.40.3.139","172.217.28.206","TLSv1.3","229","Application Data"
"366","5.300453","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=142271 Ack=4936 Win=265472 Len=0"
"367","5.300453","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=142271 Ack=5111 Win=265472 Len=0"
"368","5.300453","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=142271 Ack=5286 Win=265472 Len=0"
"369","5.300453","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=142271 Ack=5461 Win=265472 Len=0"
